chunk_tokens,dataset,max_prompt_tokens,prompt_tokens,reason,sample_id,sample_idx,truncated_prompt_tokens
3834,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.43 GiB is free. Including non-PyTorch memory, this process has 22.12 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6f9361273f0bb0f4da30c7204050eaf72782a8fdae636bb2,4,
,samsum,4096,11550,prompt truncated to max_prompt_tokens,1b992f20e93e0d79de187fa27d695a4a1603ddb06bcaf0d8,5,4096
3530,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.43 GiB is free. Including non-PyTorch memory, this process has 22.12 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1b992f20e93e0d79de187fa27d695a4a1603ddb06bcaf0d8,5,
,samsum,4096,16644,prompt truncated to max_prompt_tokens,e207f0cd648c4dd4516b519a490faacd3dae921aac636340,6,4096
3836,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.43 GiB is free. Including non-PyTorch memory, this process has 22.12 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e207f0cd648c4dd4516b519a490faacd3dae921aac636340,6,
,samsum,4096,19741,prompt truncated to max_prompt_tokens,6bdecf495afb4980c3f65777cc45c18bb487f697e8a078f6,7,4096
3813,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.43 GiB is free. Including non-PyTorch memory, this process has 22.12 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6bdecf495afb4980c3f65777cc45c18bb487f697e8a078f6,7,
,samsum,4096,19547,prompt truncated to max_prompt_tokens,a49f56fda8881e78a638c9f488dec798c0a3cc2b18f6b8f0,8,4096
3921,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.43 GiB is free. Including non-PyTorch memory, this process has 22.12 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",a49f56fda8881e78a638c9f488dec798c0a3cc2b18f6b8f0,8,
,samsum,4096,13690,prompt truncated to max_prompt_tokens,e3438ab42d3cc8239d1e19c8368ad851df9cdf88b15fd6ec,9,4096
3928,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.43 GiB is free. Including non-PyTorch memory, this process has 22.12 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e3438ab42d3cc8239d1e19c8368ad851df9cdf88b15fd6ec,9,
3314,samsum,,3599,"CUDA out of memory. Tried to allocate 1.54 GiB. GPU 0 has a total capacity of 23.56 GiB of which 349.25 MiB is free. Including non-PyTorch memory, this process has 23.21 GiB memory in use. Of the allocated memory 19.21 GiB is allocated by PyTorch, and 3.69 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",77ead33295dc92287fbb9d0b6e86911ef1ef33d35fbb6f68,10,
,samsum,4096,11558,prompt truncated to max_prompt_tokens,694acb099ad12bae7161cf4ac8d7fb920d6de7ce1857a246,11,4096
3982,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.34 GiB is free. Including non-PyTorch memory, this process has 22.21 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",694acb099ad12bae7161cf4ac8d7fb920d6de7ce1857a246,11,
,samsum,4096,11403,prompt truncated to max_prompt_tokens,838c429ae24c4723861b0f074f871f52db83f0747f772d5d,12,4096
3870,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 349.25 MiB is free. Including non-PyTorch memory, this process has 23.21 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",838c429ae24c4723861b0f074f871f52db83f0747f772d5d,12,
,samsum,4096,5935,prompt truncated to max_prompt_tokens,1937c256433911ec3025e6383525c9c4ef22d52b445a0a0c,13,4096
3885,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 349.25 MiB is free. Including non-PyTorch memory, this process has 23.21 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1937c256433911ec3025e6383525c9c4ef22d52b445a0a0c,13,
,samsum,4096,15271,prompt truncated to max_prompt_tokens,69f3eb0f9a4c973a0b9785e7795cece732bf7738b5322fce,14,4096
3960,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 349.25 MiB is free. Including non-PyTorch memory, this process has 23.21 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",69f3eb0f9a4c973a0b9785e7795cece732bf7738b5322fce,14,
,samsum,4096,12788,prompt truncated to max_prompt_tokens,4a4c7c55c7fb1952ff95cbf97499ae21eb93ff1c37e68458,15,4096
3942,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 349.25 MiB is free. Including non-PyTorch memory, this process has 23.21 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",4a4c7c55c7fb1952ff95cbf97499ae21eb93ff1c37e68458,15,
,samsum,4096,11605,prompt truncated to max_prompt_tokens,719eee42955c9d3602c720f8644ffd10e0af4776be3dc046,16,4096
3981,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 349.25 MiB is free. Including non-PyTorch memory, this process has 23.21 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",719eee42955c9d3602c720f8644ffd10e0af4776be3dc046,16,
,samsum,4096,5293,prompt truncated to max_prompt_tokens,6b2677b451034aef716068c91304f0ce5e33440ebf8b4620,17,4096
3899,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 349.25 MiB is free. Including non-PyTorch memory, this process has 23.21 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6b2677b451034aef716068c91304f0ce5e33440ebf8b4620,17,
3555,samsum,,3664,"CUDA out of memory. Tried to allocate 1.60 GiB. GPU 0 has a total capacity of 23.56 GiB of which 277.25 MiB is free. Including non-PyTorch memory, this process has 23.28 GiB memory in use. Of the allocated memory 18.69 GiB is allocated by PyTorch, and 4.28 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0b61c23fde58a1a29920fd2cf13ba9caf9dec377481563df,18,
,samsum,4096,17073,prompt truncated to max_prompt_tokens,026af6b27965bf8a6572d64fc70cc2269b01b37509086d74,19,4096
3962,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.40 GiB is free. Including non-PyTorch memory, this process has 22.15 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 3.32 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",026af6b27965bf8a6572d64fc70cc2269b01b37509086d74,19,
,samsum,4096,5542,prompt truncated to max_prompt_tokens,3ea532ab0addd3b00ccff7e7f4c09e0644067bf1acf1453a,20,4096
4035,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 971.25 MiB is free. Including non-PyTorch memory, this process has 22.60 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.78 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3ea532ab0addd3b00ccff7e7f4c09e0644067bf1acf1453a,20,
,samsum,4096,18853,prompt truncated to max_prompt_tokens,b0a5da20017e4f6d513b2e5058be42e204a1e105698da42e,21,4096
4030,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 971.25 MiB is free. Including non-PyTorch memory, this process has 22.60 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.78 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b0a5da20017e4f6d513b2e5058be42e204a1e105698da42e,21,
,samsum,4096,18709,prompt truncated to max_prompt_tokens,0c3ce1cd7e7246a98eda4c178e98c100cbe3e275c4b7ce9b,22,4096
3967,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 971.25 MiB is free. Including non-PyTorch memory, this process has 22.60 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.78 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0c3ce1cd7e7246a98eda4c178e98c100cbe3e275c4b7ce9b,22,
3573,samsum,,3886,"CUDA out of memory. Tried to allocate 1.80 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.15 GiB is free. Including non-PyTorch memory, this process has 22.40 GiB memory in use. Of the allocated memory 17.81 GiB is allocated by PyTorch, and 4.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",5995658a6719fda93e3338b5bdb95ace008a41f8856f0a81,23,
,samsum,4096,8228,prompt truncated to max_prompt_tokens,29fe22e3483ac121e8c349dad5e3755798af025b774a676e,24,4096
3707,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 709.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",29fe22e3483ac121e8c349dad5e3755798af025b774a676e,24,
,samsum,4096,16498,prompt truncated to max_prompt_tokens,4531b2fb7204ec965ce453b1eddea55b22ba4d798b74c41f,25,4096
3930,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 709.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",4531b2fb7204ec965ce453b1eddea55b22ba4d798b74c41f,25,
